country,date,retail and recreation,grocery and pharmacy,parks,transit stations,workplaces,residential,driving,transit,walking
Slovenia,2021-03-19,-35,0,8,-23,-16,8,0.25,0,10.03
Slovenia,2021-03-20,-37,3,-19,-31,-10,7,-18.84,0,-6.68000000000001
Slovenia,2021-03-21,-62,-83,27,-25,-17,5,-12.61,0,-6.59999999999999
Slovenia,2021-03-22,-34,-4,5,-26,-17,8,-14.56,0,9.19
Slovenia,2021-03-23,-34,-5,23,-21,-17,7,-10.24,0,16.96
Slovenia,2021-03-24,-33,-3,37,-21,-16,7,-4.8,0,22.8
Slovenia,2021-03-25,-29,6,38,-18,-16,6,-5.2,0,24.66
Slovenia,2021-03-26,-33,-3,44,-20,-17,7,10.79,0,30.57
Slovenia,2021-03-27,-34,4,13,-19,-9,5,-11.19,0,-7.44
Slovenia,2021-03-28,-69,-85,-16,-37,-20,7,-25.91,0,-26.96
Slovenia,2021-03-29,-23,3,55,-18,-17,5,-10.24,0,20.14
Slovenia,2021-03-30,-22,5,63,-14,-16,5,4.5,0,34.04
Slovenia,2021-03-31,-14,17,68,-11,-16,3,13.93,0,35.28
Slovenia,2021-04-01,-47,-5,38,-36,-32,12,-17.73,0,-2.74
Slovenia,2021-04-02,-48,2,8,-43,-35,16,-29.25,0,-7.77
Slovenia,2021-04-03,-56,-7,-16,-41,-26,11,-47.55,0,-31.78
Slovenia,2021-04-04,-74,-86,23,-35,-24,4,-40.91,0,-27.65
Slovenia,2021-04-05,-77,-87,124,-60,-84,27,-31.96,0,-18.97
Slovenia,2021-04-06,-59,-21,-38,-51,-37,18,-33.68,0,-25.43
Slovenia,2021-04-07,-53,-14,-18,-47,-34,16,-29.8,0,-17.88
Slovenia,2021-04-08,-47,-10,15,-40,-33,14,-23.22,0,0.730000000000004
Slovenia,2021-04-09,-47,-9,18,-39,-31,15,-19.99,0,-1.09
Slovenia,2021-04-10,-45,-2,23,-21,-9,6,-31.26,0,-18.61
Slovenia,2021-04-11,-75,-87,-31,-44,-22,9,-31.52,0,-33.2
Slovenia,2021-04-12,-36,-4,-23,-26,-15,9,-19.09,0,-9.08
Slovenia,2021-04-13,-42,-9,-32,-28,-16,10,-17.11,0,-6.09
Slovenia,2021-04-14,-35,0,12,-20,-14,7,-14.07,0,9.67
Slovenia,2021-04-15,-31,3,20,-17,-13,7,-11.19,0,12.22
Slovenia,2021-04-16,-32,1,36,-17,-12,6,-1.03,0,14.05
Slovenia,2021-04-17,-33,6,18,-14,-4,4,-23.71,0,-11.67
Slovenia,2021-04-18,-69,-85,-13,-32,-18,8,-27.47,0,-19.12
Slovenia,2021-04-19,-26,1,-1,-20,-14,7,-11.88,0,2.41
Slovenia,2021-04-20,-26,2,23,-14,-13,6,-9.84999999999999,0,6.59999999999999
Slovenia,2021-04-21,-23,0,42,-12,-12,5,-5.53,0,18.83
Slovenia,2021-04-22,-22,1,26,-13,-11,5,-1.76000000000001,0,20.14
Slovenia,2021-04-23,-22,7,58,-10,-11,4,27.7,0,43.2
Slovenia,2021-04-24,-14,11,95,9,-4,-2,32.97,0,23.82
Slovenia,2021-04-25,-25,-76,121,4,-15,-1,12.63,0,29.19
Slovenia,2021-04-26,-7,30,36,-31,-49,11,-7.27,0,9.52
Slovenia,2021-04-27,-72,-88,28,-62,-80,26,-17.26,0,-11.86
Slovenia,2021-04-28,-15,16,34,-24,-32,8,5.65000000000001,0,29.15
Slovenia,2021-04-29,-14,8,53,-24,-32,8,11.06,0,33.13
Slovenia,2021-04-30,-12,33,66,-21,-33,7,13.14,0,31.67
Slovenia,2021-05-01,-56,-83,112,-14,-46,3,-2.8,0,10.22
Slovenia,2021-05-02,-55,-83,-13,-32,-21,5,-13.79,0,-13.28
Slovenia,2021-05-03,-14,11,45,-14,-13,5,-3.34999999999999,0,15.72
Slovenia,2021-05-04,-14,6,66,-9,-12,4,-1.7,0,22.95
Slovenia,2021-05-05,-18,5,18,-14,-11,5,1.06999999999999,0,19.66
Slovenia,2021-05-06,-22,6,-7,-19,-11,6,3.36,0,17.66
Slovenia,2021-05-07,-25,3,-17,-19,-10,7,21.35,0,24.12
Slovenia,2021-05-08,-10,14,81,9,0,0,29.02,0,39.55
Slovenia,2021-05-09,-17,-75,146,19,-9,-3,27.37,0,36.81
Slovenia,2021-05-10,-9,3,94,-7,-12,2,7.14,0,37.29
Slovenia,2021-05-11,-10,6,80,-6,-11,3,8.66,0,41.04
Slovenia,2021-05-12,-14,13,2,-14,-12,5,27.14,0,25.14
Slovenia,2021-05-13,-8,12,15,-12,-13,6,13.38,0,36.63
Slovenia,2021-05-14,-11,13,24,-12,-12,5,20.89,0,31.41
Slovenia,2021-05-15,-8,18,34,-4,-3,2,6.45,0,16.64
Slovenia,2021-05-16,-34,-79,28,-13,-9,3,12.98,0,6.56999999999999
Slovenia,2021-05-17,-10,10,16,-10,-10,5,3.87,0,21.52
Slovenia,2021-05-18,-4,11,58,0,-8,3,8.95999999999999,0,35.39
Slovenia,2021-05-19,-13,13,-8,-13,-9,6,13.65,0,36.05
Slovenia,2021-05-20,-2,12,60,-4,-7,2,21.63,0,49.8
Slovenia,2021-05-21,-4,12,77,3,-8,1,53.53,0,66.11
Slovenia,2021-05-22,-7,19,34,2,-1,1,29.98,0,28.57
Slovenia,2021-05-23,-44,-81,-9,-25,-13,4,9.91,0,6.06
Slovenia,2021-05-24,-12,13,-12,-14,-11,7,17.9,0,23.93
Slovenia,2021-05-25,-12,9,10,-9,-9,5,12.63,0,36.05
Slovenia,2021-05-26,-1,11,88,1,-7,2,17.33,0,49.95
Slovenia,2021-05-27,-5,11,42,-5,-7,3,17.67,0,43.12
Slovenia,2021-05-28,-1,14,104,6,-7,1,44.64,0,55.13
Slovenia,2021-05-29,-7,20,35,4,3,1,32.29,0,29.95
Slovenia,2021-05-30,-19,-75,79,5,-4,-1,26.28,0,30.32
Slovenia,2021-05-31,3,17,86,-2,-7,2,24.81,0,55.49
Slovenia,2021-06-01,1,15,89,3,-6,2,19.53,0,56.66
Slovenia,2021-06-02,4,16,91,2,-7,1,59.79,0,57.68
Slovenia,2021-06-03,8,18,99,3,-8,1,61.59,0,81.32
Slovenia,2021-06-04,1,16,102,2,-9,0,58.33,0,77.71
Slovenia,2021-06-05,5,21,106,20,4,-4,73.93,0,54.25
Slovenia,2021-06-06,-27,-77,23,-5,-6,1,83.26,0,26.92
Slovenia,2021-06-07,1,17,52,-4,-6,2,31.43,0,54.87
Slovenia,2021-06-08,3,16,86,3,-6,1,24.98,0,59.72
Slovenia,2021-06-09,4,17,78,2,-6,1,31.71,0,61.95
Slovenia,2021-06-10,8,19,73,0,-6,1,39.99,0,75.56
Slovenia,2021-06-11,2,15,79,2,-7,0,63.23,0,82.82
Slovenia,2021-06-12,4,18,103,21,1,-5,56.04,0,58.3
Slovenia,2021-06-13,-10,-74,99,17,-3,-4,52.8,0,51.08
Slovenia,2021-06-14,7,17,102,0,-8,0,38.42,0,62.57
Slovenia,2021-06-15,0,0,0,0,0,0,38.55,0,77.2
Slovenia,2021-06-16,0,0,0,0,0,0,51.05,0,77.38
Slovenia,2021-06-17,0,0,0,0,0,0,62.48,0,90.66
Spain,2020-01-13,0,0,0,0,0,0,0,0,0
Spain,2020-01-14,0,0,0,0,0,0,1.06,-1.68000000000001,-1.65000000000001
Spain,2020-01-15,0,0,0,0,0,0,3.08,1.88,0.799999999999997
Spain,2020-01-16,0,0,0,0,0,0,7.43000000000001,6.29000000000001,7.91
Spain,2020-01-17,0,0,0,0,0,0,24.86,20.34,34.63
Spain,2020-01-18,0,0,0,0,0,0,23.89,12.86,43.26
Spain,2020-01-19,0,0,0,0,0,0,1.5,-5.42,-5.41
Spain,2020-01-20,0,0,0,0,0,0,1.95,3.87,-8.2
Spain,2020-01-21,0,0,0,0,0,0,2.93000000000001,2,-11.01
Spain,2020-01-22,0,0,0,0,0,0,6.88,6.90000000000001,0.260000000000005
Spain,2020-01-23,0,0,0,0,0,0,12.59,13.27,12.84
Spain,2020-01-24,0,0,0,0,0,0,27.44,22.48,35.73
Spain,2020-01-25,0,0,0,0,0,0,27.66,17.48,50.12
Spain,2020-01-26,0,0,0,0,0,0,11.82,0.019999999999996,8.39
Spain,2020-01-27,0,0,0,0,0,0,5.04000000000001,3.94,5.70999999999999
Spain,2020-01-28,0,0,0,0,0,0,6.33,6.38,8.09999999999999
Spain,2020-01-29,0,0,0,0,0,0,7.78,7.91,9.17
Spain,2020-01-30,0,0,0,0,0,0,12.33,11.9,14.23
Spain,2020-01-31,0,0,0,0,0,0,32.37,26.45,44.92
Spain,2020-02-01,0,0,0,0,0,0,35.93,23.1,67.1
Spain,2020-02-02,0,0,0,0,0,0,20.04,3.18000000000001,16.06
Spain,2020-02-03,0,0,0,0,0,0,7.89,7.08,13.25
Spain,2020-02-04,0,0,0,0,0,0,9.43000000000001,6.72,14.17
Spain,2020-02-05,0,0,0,0,0,0,10.11,10.11,13.67
Spain,2020-02-06,0,0,0,0,0,0,14.99,14.79,20.27
Spain,2020-02-07,0,0,0,0,0,0,36.32,30.29,47.92
Spain,2020-02-08,0,0,0,0,0,0,39.46,20.69,66.35
Spain,2020-02-09,0,0,0,0,0,0,19.97,0.579999999999998,12.38
Spain,2020-02-10,0,0,0,0,0,0,9.84999999999999,5.11,13.58
Spain,2020-02-11,0,0,0,0,0,0,11.59,5.33,13.22
Spain,2020-02-12,0,0,0,0,0,0,14.33,9.87,18.13
Spain,2020-02-13,0,0,0,0,0,0,22.29,16.83,31.71
Spain,2020-02-14,0,0,0,0,0,0,50.55,35.77,72.16
Spain,2020-02-15,2,-1,26,8,0,-2,51.96,26.58,92.6
Spain,2020-02-16,2,3,13,5,-1,-2,30.41,16.03,33.31
Spain,2020-02-17,0,1,9,3,3,-1,14.74,29.21,25.89
Spain,2020-02-18,-2,0,5,4,3,0,18.75,37.13,29.57
Spain,2020-02-19,0,1,11,2,3,-1,21.59,36.61,31.74
Spain,2020-02-20,1,1,15,5,3,-1,26.22,43.03,38.1
Spain,2020-02-21,1,2,20,6,2,-2,50.25,57.63,65.75
Spain,2020-02-22,2,2,44,14,2,-2,50.06,53.86,91.28
Spain,2020-02-23,7,10,33,11,1,-3,31.06,29.1,34.83
Spain,2020-02-24,5,3,36,4,-7,0,22.17,30.22,30.32
Spain,2020-02-25,-2,-1,17,3,-6,1,18.88,25.4,21.11
Spain,2020-02-26,0,4,11,1,0,0,19.43,31.87,23.93
Spain,2020-02-27,4,8,16,6,1,-2,31.03,44.73,36.99
Spain,2020-02-28,-1,-7,33,2,-11,0,49.81,60.26,70.82
Spain,2020-02-29,-1,4,19,6,-1,-1,45.53,48.3,83.15
Spain,2020-03-01,2,6,6,5,1,-2,24.66,33.9,25.56
Spain,2020-03-02,-3,1,-7,-3,-3,1,11.16,29.45,12.98
Spain,2020-03-03,-3,3,-3,1,3,0,10.44,28.39,14.03
Spain,2020-03-04,0,4,9,2,3,0,13.99,34.24,20.37
Spain,2020-03-05,-1,2,2,0,2,0,20.11,41.99,30.01
Spain,2020-03-06,-2,2,0,0,-1,0,40.06,60.56,57.84
Spain,2020-03-07,-1,1,17,4,1,-1,42.84,55.51,78.42
Spain,2020-03-08,4,7,19,8,1,-2,18.78,28.11,23.06
Spain,2020-03-09,-1,4,12,0,3,-1,2.18000000000001,17.27,8.59
Spain,2020-03-10,-3,18,12,-1,2,0,-1.05,5.2,4.81
Spain,2020-03-11,-5,17,17,-9,-2,1,-5.48,-3.18000000000001,0.739999999999995
Spain,2020-03-12,-13,27,1,-16,-5,3,-19.63,-31.39,-17.17
Spain,2020-03-13,-33,33,-22,-32,-17,8,-28.58,-52.71,-33.91
Spain,2020-03-14,-69,-8,-44,-52,-31,14,-59.71,-74.22,-65.85
Spain,2020-03-15,-87,-49,-76,-71,-48,17,-76.33,-83.89,-85.67
Spain,2020-03-16,-80,-33,-72,-71,-52,23,-77.4,-87.15,-88.55
Spain,2020-03-17,-83,-39,-73,-74,-59,25,-79.95,-89.31,-89.34
Spain,2020-03-18,-84,-36,-73,-76,-60,26,-81.05,-89.96,-89.88
Spain,2020-03-19,-88,-58,-77,-80,-71,31,-83.06,-90.74,-90.93
Spain,2020-03-20,-87,-39,-79,-80,-66,32,-82.41,-90.94,-90.18
Spain,2020-03-21,-92,-53,-87,-84,-63,26,-87.91,-92.24,-92.83
Spain,2020-03-22,-94,-73,-89,-87,-65,22,-89.07,-91.95,-94.18
Spain,2020-03-23,-85,-46,-77,-81,-65,28,-83.12,-91.31,-91.09
Spain,2020-03-24,-87,-50,-79,-81,-67,29,-83.42,-91.31,-91.17
Spain,2020-03-25,-87,-51,-78,-82,-67,30,-83.74,-91.77,-91.25
Spain,2020-03-26,-87,-52,-78,-82,-68,30,-83.45,-91.71,-91.28
Spain,2020-03-27,-88,-49,-80,-83,-68,33,-83.39,-91.99,-91.05
Spain,2020-03-28,-92,-57,-86,-86,-64,26,-88.1,-92.84,-92.96
Spain,2020-03-29,-94,-76,-89,-88,-64,22,-88.5,-92.21,-93.73
Spain,2020-03-30,-89,-55,-80,-84,-74,31,-84.96,-91.85,-91.49
Spain,2020-03-31,-92,-55,-82,-84,-76,32,-84.94,-91.64,-91.33
Spain,2020-04-01,-92,-53,-81,-84,-75,33,-84.77,-92.11,-91.33
Spain,2020-04-02,-92,-52,-81,-84,-75,33,-84.63,-91.83,-91.01
Spain,2020-04-03,-89,-48,-82,-84,-74,36,-84.46,-92.67,-90.48
Spain,2020-04-04,-92,-56,-86,-86,-65,26,-88.15,-92.96,-92.58
Spain,2020-04-05,-94,-77,-90,-89,-68,23,-88.69,-92.42,-93.7
Spain,2020-04-06,-87,-51,-79,-83,-74,31,-83.45,-91.53,-90.42
Spain,2020-04-07,-89,-41,-79,-83,-74,31,-82.47,-91.28,-89.8
Spain,2020-04-08,-88,-31,-77,-82,-74,30,-82.04,-91.25,-89.15
Spain,2020-04-09,-93,-66,-83,-88,-84,36,-85.96,-91.89,-91.79
Spain,2020-04-10,-96,-90,-88,-92,-90,42,-87.52,-92.39,-93.01
Spain,2020-04-11,-92,-44,-85,-84,-63,26,-86.45,-92.27,-91.74
Spain,2020-04-12,-94,-74,-89,-89,-67,23,-87.31,-91.75,-93.33
Spain,2020-04-13,-90,-65,-80,-85,-77,32,-81.84,-90.24,-90.37
Spain,2020-04-14,-87,-41,-75,-79,-67,29,-79.25,-90.59,-88.72
Spain,2020-04-15,-88,-46,-77,-81,-68,30,-79.18,-90.43,-88.89
Spain,2020-04-16,-88,-46,-76,-80,-67,30,-78.94,-90.56,-88.46
Spain,2020-04-17,-89,-45,-77,-81,-67,33,-79.14,-90.68,-88.02
Spain,2020-04-18,-92,-54,-85,-84,-61,25,-84.75,-91.7,-90.36
Spain,2020-04-19,-95,-76,-89,-89,-65,22,-85.38,-91,-92.17
Spain,2020-04-20,-87,-56,-75,-80,-66,28,-78.55,-89.74,-88.19
Spain,2020-04-21,-87,-51,-77,-80,-66,29,-78.15,-90.46,-88.24
Spain,2020-04-22,-87,-47,-75,-80,-65,29,-76.54,-89.74,-86.07
Spain,2020-04-23,-87,-51,-74,-80,-67,30,-74.94,-89.63,-82.27
Spain,2020-04-24,-88,-46,-76,-79,-65,32,-75.64,-89.9,-83.06
Spain,2020-04-25,-92,-52,-84,-83,-59,25,-79.92,-90.16,-80.74
Spain,2020-04-26,-92,-66,-77,-82,-62,21,-79.91,-88.82,-80.5
Spain,2020-04-27,-85,-50,-65,-76,-63,27,-73.99,-88.48,-81.44
Spain,2020-04-28,-85,-45,-64,-75,-64,26,-73.08,-88.11,-81.23
Spain,2020-04-29,-84,-41,-64,-75,-63,28,-72.18,-87.3,-81.78
Spain,2020-04-30,-82,-30,-63,-74,-63,27,-68.33,-86.67,-69.99
Spain,2020-05-01,-94,-88,-74,-86,-86,40,-74.22,-86.44,-68
Spain,2020-05-02,-84,-31,-43,-63,-53,21,-69.46,-85.69,-58.64
Spain,2020-05-03,-83,-44,-44,-64,-52,18,-69.36,-84.6,-64.31
Spain,2020-05-04,-75,-35,-26,-62,-58,23,-65.22,-82.19,-66.51
Spain,2020-05-05,-76,-32,-27,-61,-58,23,-64.17,-81.92,-66.3
Spain,2020-05-06,-76,-32,-25,-61,-58,24,-63.96,-81.71,-66.52
Spain,2020-05-07,-76,-33,-29,-63,-58,24,-64.18,-82.51,-68.24
Spain,2020-05-08,-78,-34,-37,-64,-57,27,-64.44,-82.2,-66.74
Spain,2020-05-09,-84,-38,-49,-64,-47,21,-73.14,-84.49,-72.88
Spain,2020-05-10,-86,-57,-63,-72,-51,19,-73.69,-83.77,-77.51
Spain,2020-05-11,-66,-28,-21,-57,-52,20,0,0,0
Spain,2020-05-12,-70,-29,-35,-60,-53,21,0,0,0
Spain,2020-05-13,-69,-26,-27,-58,-53,21,-58.67,-81.17,-68.77
Spain,2020-05-14,-72,-30,-46,-64,-54,22,-60.37,-82.4,-72.08
Spain,2020-05-15,-72,-29,-36,-64,-55,25,-60.62,-83.05,-69.7
Spain,2020-05-16,-76,-31,-39,-59,-40,17,-66.63,-83.84,-72.54
Spain,2020-05-17,-75,-41,-32,-58,-38,14,-66.79,-81.74,-73.99
Spain,2020-05-18,-57,-23,-1,-51,-48,17,-52.13,-77.84,-63.61
Spain,2020-05-19,-58,-21,-3,-51,-48,18,-50.42,-77.5,-63.17
Spain,2020-05-20,-58,-20,-5,-52,-48,18,-49.99,-77.94,-63.38
Spain,2020-05-21,-58,-18,-7,-53,-48,19,-49.08,-77.62,-63.43
Spain,2020-05-22,-60,-19,-14,-53,-46,20,-46.24,-77.44,-61.81
Spain,2020-05-23,-66,-23,-21,-50,-29,13,-53.91,-79.76,-67.38
Spain,2020-05-24,-67,-33,-25,-55,-29,11,-56.55,-76.36,-73.08
Spain,2020-05-25,-44,-17,8,-44,-44,15,-39.1,-68.03,-58.7
Spain,2020-05-26,-45,-16,9,-44,-43,15,-37.1,-67.23,-56.42
Spain,2020-05-27,-45,-15,10,-45,-42,15,-35.79,-66.55,-56.79
Spain,2020-05-28,-44,-12,11,-44,-42,15,-34.82,-66.44,-56.02
Spain,2020-05-29,-47,-13,2,-46,-41,16,-29.1,-64.52,-52.99
Spain,2020-05-30,-52,-16,2,-37,-17,8,-34.15,-65.84,-56.3
Spain,2020-05-31,-57,-26,-16,-49,-16,7,-44.71,-68.22,-68.42
Spain,2020-06-01,-38,-16,14,-42,-42,14,-33.87,-62.84,-56.19
Spain,2020-06-02,-38,-11,11,-40,-39,13,-31.03,-60.93,-53.8
Spain,2020-06-03,-39,-10,1,-42,-39,14,-29.67,-60.07,-54.54
Spain,2020-06-04,-41,-10,-11,-44,-39,14,-30.55,-60.28,-54.77
Spain,2020-06-05,-37,-10,8,-40,-37,13,-20.95,-57.26,-46.56
Spain,2020-06-06,-43,-14,4,-35,-13,7,-25.5,-58.74,-51.41
Spain,2020-06-07,-52,-25,-21,-49,-14,8,-39.59,-61.86,-66.54
Spain,2020-06-08,-29,-12,0,-40,-37,12,-28.04,-55.15,-54.03
Spain,2020-06-09,-31,-14,6,-40,-38,12,-24.34,-53.66,-51.16
Spain,2020-06-10,-28,-8,12,-38,-36,11,-20.76,-51.15,-48.02
Spain,2020-06-11,-31,-13,-3,-42,-39,13,-21.11,-51.2,-49.47
Spain,2020-06-12,-31,-9,-3,-40,-36,12,-13.55,-49.21,-43.12
Spain,2020-06-13,-35,-13,12,-32,-7,5,-13.93,-51.64,-44.93
Spain,2020-06-14,-39,-17,7,-39,-3,4,-23.94,-53.78,-58.88
Spain,2020-06-15,-23,-10,20,-36,-34,10,-18.89,-47.2,-48.83
Spain,2020-06-16,-26,-10,5,-37,-34,11,-16.19,-46.23,-46.69
Spain,2020-06-17,-24,-7,16,-35,-34,10,-13.38,-43.75,-44.4
Spain,2020-06-18,-24,-8,16,-36,-34,10,-11.24,-43.46,-43.11
Spain,2020-06-19,-26,-8,18,-36,-32,9,-1.47,-41.01,-37.91
Spain,2020-06-20,-32,-12,27,-30,-4,2,1.01000000000001,-44.74,-40.64
Spain,2020-06-21,-34,-11,19,-35,0,0,-3.29000000000001,-44.1,-53.94
Spain,2020-06-22,-17,-6,38,-31,-35,7,2.06,-32.83,-39.49
Spain,2020-06-23,-16,2,42,-28,-34,5,9.84999999999999,-33.1,-32.95
Spain,2020-06-24,-30,-29,42,-40,-47,10,5.17,-33.76,-40.96
Spain,2020-06-25,-18,-1,24,-32,-33,7,12.49,-30.05,-31.41
Spain,2020-06-26,-22,-4,24,-32,-32,6,26.95,-31.66,-25.69
Spain,2020-06-27,-29,-11,33,-29,-6,0,20.87,-38.54,-29.43
Spain,2020-06-28,-31,-9,19,-34,6,-2,19.21,-37.43,-45.52
Spain,2020-06-29,-13,-6,37,-30,-32,6,14.34,-25.39,-31.32
Spain,2020-06-30,-13,-4,35,-29,-30,6,17.51,-22.73,-27.91
Spain,2020-07-01,-14,-3,30,-29,-31,6,23.07,-20.88,-24.46
Spain,2020-07-02,-13,-1,29,-29,-31,6,25.42,-22.6,-21.11
Spain,2020-07-03,-18,-3,31,-29,-30,4,41.53,-25.18,-13.4
Spain,2020-07-04,-25,-10,43,-26,-3,-1,38.86,-32.08,-15.48
Spain,2020-07-05,-24,2,28,-30,5,-3,36.64,-28.89,-33.68
Spain,2020-07-06,-10,-3,45,-27,-33,5,33.28,-18.82,-15.29
Spain,2020-07-07,-12,-4,51,-26,-33,5,34.78,-16.94,-12.2
Spain,2020-07-08,-13,-4,47,-27,-31,5,37.65,-14.77,-8.66
Spain,2020-07-09,-13,-3,46,-27,-31,5,42.48,-15.01,-5.05
Spain,2020-07-10,-19,-6,37,-29,-30,4,63.09,-13.9,2.75
Spain,2020-07-11,-27,-12,44,-27,-2,-1,52.21,-23.76,0.170000000000002
Spain,2020-07-12,-27,-3,24,-31,6,-3,51.19,-24.23,-19.54
Spain,2020-07-13,-10,-4,58,-27,-31,4,45.68,-10.47,-0.200000000000003
Spain,2020-07-14,-12,-4,50,-27,-32,5,47.74,-10,2.84
Spain,2020-07-15,-12,-3,47,-28,-30,4,50.09,-7.81,4.22
Spain,2020-07-16,-13,-5,46,-30,-31,5,52.17,-8.39,4.92
Spain,2020-07-17,-20,-6,42,-31,-30,4,67.23,-11.6,8.98999999999999
Spain,2020-07-18,-29,-12,48,-29,-1,-1,58.21,-22.68,4.59
Spain,2020-07-19,-28,-4,31,-33,7,-3,53.62,-22.69,-17.28
Spain,2020-07-20,-12,-4,58,-30,-33,4,52,-9.7,1.48
Spain,2020-07-21,-14,-4,54,-30,-33,5,50.44,-10.01,3.77
Spain,2020-07-22,-14,-4,56,-31,-30,5,54.23,-10.73,5.41
Spain,2020-07-23,-14,-4,57,-31,-31,5,56.7,-11.85,5.15000000000001
Spain,2020-07-24,-21,-6,48,-33,-30,4,70.29,-16.01,8.5
Spain,2020-07-25,-31,-18,53,-30,-3,-1,62.39,-23.46,4.5
Spain,2020-07-26,-28,-2,34,-33,9,-3,56.3,-25.35,-17.66
Spain,2020-07-27,-11,-3,66,-31,-34,4,55.52,-12.82,0.780000000000001
Spain,2020-07-28,-14,-4,53,-32,-33,5,53.46,-12.48,2.81
Spain,2020-07-29,-13,-3,59,-32,-33,5,56.01,-13.26,1.37
Spain,2020-07-30,-14,-4,54,-32,-33,4,57.73,-16.04,-1.84999999999999
Spain,2020-07-31,-21,-9,44,-34,-34,4,69.17,-15.19,-0.599999999999994
Spain,2020-08-01,-28,-10,40,-31,-3,-1,66.24,-26.61,-0.150000000000006
Spain,2020-08-02,-25,1,31,-33,7,-2,58.09,-25.55,-16.42
Spain,2020-08-03,-5,2,74,-31,-39,4,67.03,-13.36,14.89
Spain,2020-08-04,-9,-1,78,-32,-39,5,65.36,-13.95,13.47
Spain,2020-08-05,-9,-2,83,-34,-39,5,67.52,-13.92,10.06
Spain,2020-08-06,-11,-2,80,-34,-39,5,71.4,-15.81,11.47
Spain,2020-08-07,-20,-7,59,-37,-38,5,75,-21.09,11.32
Spain,2020-08-08,-28,-13,57,-33,-5,-1,71.93,-28.02,8.79000000000001
Spain,2020-08-09,-24,0,40,-34,7,-3,66.92,-26.66,-8.77
Spain,2020-08-10,-6,1,86,-34,-43,5,75.04,-18.64,16.7
Spain,2020-08-11,-12,-4,71,-37,-44,6,67.31,-23.35,14.43
Spain,2020-08-12,-9,-1,74,-37,-43,6,72.6,-17.92,20.26
Spain,2020-08-13,-11,-2,81,-36,-43,5,69.9,-22.57,14.4
Spain,2020-08-14,-20,0,62,-38,-42,5,71.62,-25.88,10.76
Spain,2020-08-15,-36,-40,55,-36,-19,1,66.83,-31.54,6.45999999999999
Spain,2020-08-16,-24,6,38,-34,7,-3,60.54,-31.7,-9.94
Spain,2020-08-17,-8,5,77,-35,-45,5,64.24,-21.91,10.4
Spain,2020-08-18,-12,-1,80,-36,-43,6,61.51,-21.25,13.13
Spain,2020-08-19,-16,-6,83,-39,-44,6,61.21,-21.2,7.56999999999999
Spain,2020-08-20,-16,-5,78,-38,-44,6,60.62,-22.79,8.04000000000001
Spain,2020-08-21,-25,-9,56,-40,-43,7,59.79,-26.93,4.7
Spain,2020-08-22,-33,-16,50,-35,-7,1,55.33,-32.87,-0.0400000000000063
Spain,2020-08-23,-28,-3,32,-36,7,-2,46.11,-31.89,-21.12
Spain,2020-08-24,-13,-3,72,-36,-41,6,45.15,-23.81,-4.22
Spain,2020-08-25,-16,-5,71,-36,-40,6,42,-22.6,-4.27
Spain,2020-08-26,-17,-6,65,-38,-39,6,41.27,-23.39,-6.42
Spain,2020-08-27,-17,-6,60,-38,-39,6,39.67,-23.95,-9.66
Spain,2020-08-28,-24,-8,35,-40,-39,7,42.6,-28.17,-8.43000000000001
Spain,2020-08-29,-32,-13,15,-38,-9,3,32,-35.78,-11.71
Spain,2020-08-30,-27,-3,14,-35,5,-1,25.38,-31.49,-31.28
Spain,2020-08-31,-10,-1,44,-32,-36,6,26.54,-12.39,-13.08
Spain,2020-09-01,-14,-2,39,-30,-34,6,26.09,-6.13,-5.79000000000001
Spain,2020-09-02,-14,-3,43,-31,-33,6,29.94,-3.74,-3.83
Spain,2020-09-03,-15,-4,43,-31,-33,6,33.08,-1.27,-2.2
Spain,2020-09-04,-20,-7,35,-32,-32,5,44.64,-4.68000000000001,1.66
Spain,2020-09-05,-27,-10,31,-30,-7,1,36.31,-15.85,0.0100000000000051
Spain,2020-09-06,-25,0,17,-33,4,-1,29.55,-12.83,-22.12
Spain,2020-09-07,-11,-1,33,-30,-36,5,26.54,2.19,-4.09
Spain,2020-09-08,-16,-11,35,-30,-38,6,27.09,3,-2.81999999999999
Spain,2020-09-09,-15,-1,29,-30,-32,6,25.87,4.73,-3.40000000000001
Spain,2020-09-10,-13,1,36,-27,-32,4,30.62,0.829999999999998,-2.31999999999999
Spain,2020-09-11,-23,-14,39,-33,-38,6,39.87,-0.790000000000006,2.36
Spain,2020-09-12,-26,-9,36,-28,-7,0,34.31,-7.19,3.28
Spain,2020-09-13,-27,-4,20,-31,4,-1,27.64,-6.33,-21.49
Spain,2020-09-14,-12,-2,31,-26,-29,4,18.58,9.08,-5.11
Spain,2020-09-15,-16,-5,29,-26,-29,5,20.18,10.8,-3.56999999999999
Spain,2020-09-16,-18,-5,25,-27,-28,5,21.49,13.53,-2.87
Spain,2020-09-17,-19,-5,13,-28,-29,5,22.89,14.35,-1.90000000000001
Spain,2020-09-18,-25,-9,0,-30,-28,6,30.8,9.97,0.840000000000003
Spain,2020-09-19,-28,-9,6,-31,-8,3,24.14,0.159999999999997,4.78
Spain,2020-09-20,-29,-7,6,-33,1,2,14.2,0.159999999999997,-18.61
Spain,2020-09-21,-17,-6,16,-27,-29,5,10.61,10.43,-7.53
Spain,2020-09-22,-20,-5,14,-24,-28,5,10.95,8.62,-5.54000000000001
